path,kind,size_bytes,size_mb,size_gb,ext,relpath
data\user_data\D3\video\video_000030.mp4,binaries,172709600,164.70870971679688,0.16084834933280945,.mp4,video\video_000030.mp4
data\user_data\D3\video\video_000031.mp4,binaries,59638166,56.87538719177246,0.055542370304465294,.mp4,video\video_000031.mp4
data\user_data\D3\video\video_000032.mp4,binaries,136189475,129.88040447235107,0.12683633249253035,.mp4,video\video_000032.mp4
data\user_data\D3\video\video_000033.mp4,binaries,77043023,73.473952293396,0.07175190653651953,.mp4,video\video_000033.mp4
data\user_data\D3\video\video_000034.mp4,binaries,215751921,205.75706577301025,0.20093463454395533,.mp4,video\video_000034.mp4
data\user_data\D3\video\video_000035.mp4,binaries,123095108,117.39264297485352,0.11464125290513039,.mp4,video\video_000035.mp4
data\user_data\D3\video\video_000036.mp4,binaries,114770269,109.45345783233643,0.10688814241439104,.mp4,video\video_000036.mp4
data\user_data\D3\video\video_000037.mp4,binaries,199235550,190.00582695007324,0.1855525653809309,.mp4,video\video_000037.mp4
data\user_data\D3\video\video_000038.mp4,binaries,126793029,120.91925525665283,0.11808521021157503,.mp4,video\video_000038.mp4
data\user_data\D3\video\video_000039.mp4,binaries,82171007,78.36437892913818,0.07652771379798651,.mp4,video\video_000039.mp4
data\user_data\D3\video\video_000040.mp4,binaries,54605222,52.07559776306152,0.05085507594048977,.mp4,video\video_000040.mp4
data\user_data\D3\video\video_000041.mp4,binaries,147618539,140.78000926971436,0.13748047780245543,.mp4,video\video_000041.mp4
data\user_data\D3\video\video_000042.mp4,binaries,270641589,258.10393238067627,0.25205462146550417,.mp4,video\video_000042.mp4
data\user_data\D3\video\video_000043.mp4,binaries,228959152,218.3524627685547,0.2132348269224167,.mp4,video\video_000043.mp4
data\user_data\D3\video\video_000044.mp4,binaries,48271994,46.0357608795166,0.04495679773390293,.mp4,video\video_000044.mp4
data\user_data\D3\video\video_000045.mp4,binaries,80780100,77.03790664672852,0.07523233070969582,.mp4,video\video_000045.mp4
data\user_data\D3\video\video_000046.mp4,binaries,42087495,40.137763023376465,0.03919703420251608,.mp4,video\video_000046.mp4
data\user_data\D3\video\video_000047.mp4,binaries,163328241,155.76194858551025,0.15211127791553736,.mp4,video\video_000047.mp4
data\user_data\D3\video\video_000048.mp4,binaries,151772857,144.74187564849854,0.14134948793798685,.mp4,video\video_000048.mp4
