path,pipeline,size_mb,t_comp_ms,t_aes_ms,t_kem_ms,t_total_ms
data\user_data\D1\PXL_20251226_070459627.MP.jpg,C,6.312774658203125,0.0,8.449400018434972,0.0,8.449400018434972
data\user_data\D1\PXL_20251226_070459627.MP.jpg,D,6.312774658203125,317.48679996235296,7.911299995612353,33.46539998892695,358.86349994689226
data\user_data\D1\PXL_20251226_070701079.MP.jpg,A,6.150442123413086,26.49099996779114,8.28519999049604,32.13629999663681,66.91249995492399
data\user_data\D1\PXL_20251226_070701079.MP.jpg,B,6.150442123413086,0.0,7.7467000228352845,33.3468999597244,41.09359998255968
data\user_data\D1\PXL_20251226_070701079.MP.jpg,C,6.150442123413086,0.0,8.524800010491163,0.0,8.524800010491163
data\user_data\D1\PXL_20251226_070701079.MP.jpg,D,6.150442123413086,307.6094000134617,8.340100001078099,31.935099977999926,347.88459999253973
data\user_data\D1\PXL_20251227_164939125.MP.jpg,A,6.209925651550293,24.37079994706437,8.23189999209717,31.904199975542724,64.50689991470426
data\user_data\D1\PXL_20251227_164939125.MP.jpg,B,6.209925651550293,0.0,8.068400027696043,32.12430002167821,40.19270004937425
data\user_data\D1\PXL_20251227_164939125.MP.jpg,C,6.209925651550293,0.0,8.25399998575449,0.0,8.25399998575449
data\user_data\D1\PXL_20251227_164939125.MP.jpg,D,6.209925651550293,318.78600001800805,8.033899997826666,35.02380003919825,361.84370005503297
data\user_data\D1\PXL_20251227_165051684.TS-000.MP.jpg,A,6.1177873611450195,27.84659998724237,8.299700042698532,34.55680003389716,70.70310006383806
data\user_data\D1\PXL_20251227_165051684.TS-000.MP.jpg,B,6.1177873611450195,0.0,8.487100014463067,37.09800000069663,45.585100015159696
data\user_data\D1\PXL_20251227_165051684.TS-000.MP.jpg,C,6.1177873611450195,0.0,8.304699964355677,0.0,8.304699964355677
data\user_data\D1\PXL_20251227_165051684.TS-000.MP.jpg,D,6.1177873611450195,311.9134000153281,7.857999997213483,40.98990000784397,360.76130002038553
